Index;Date;AssessedValue;Message
1036;Wed Nov 12 22:29:40 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
1037;Wed Nov 12 22:29:39 CET 2014;6.66;RT maymunahxoxo: Love the Quran and the Quran will love u??
1038;Wed Nov 12 22:29:15 CET 2014;6.5;RT MADANI_SMS: So when the Quran is recited, then listen to it and pay attention that you may receive mercy. (7:204)
1039;Wed Nov 12 22:29:12 CET 2014;5.22;RT PeterTownsend7: ISIS Islam The blood curdling message of the most 'peaceful verse in the Quran'  http://t.co/hRERR5ucs2 http://t.co/…
1040;Wed Nov 12 22:29:04 CET 2014;6.08;RT laila_haya: New generation :
1041;Wed Nov 12 22:29:04 CET 2014;-1.0;RT Ayesha_Umairr: DilChahtaHai 
1042;Wed Nov 12 22:29:02 CET 2014;-1.0;The Quran
1043;Wed Nov 12 22:28:44 CET 2014;-1.0;RT islamicpix: Quran 
1044;Wed Nov 12 22:28:42 CET 2014;-1.0;And indeed We sent Musa (Moses) with Our Ayat (proofs, evidences, verses, lessons, signs, revelation... http://t.co/3ioYzW5hIp Quran 11:96
1045;Wed Nov 12 22:28:35 CET 2014;6.08;New generation :
1046;Wed Nov 12 22:28:30 CET 2014;6.66;Love the Quran and the Quran will love u??
1047;Wed Nov 12 22:28:03 CET 2014;6.33;naqashtariq10 By the grace of Allah I read, understand & firmly believe on the precious words of Holy Quran don't require ur approval.
1048;Wed Nov 12 22:27:49 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
1049;Wed Nov 12 22:27:32 CET 2014;6.49;RT justamuslimah: ? Don't limit your relationship with the Quran " Ramadan to Ramadan ",keep you relationship through out the year by at l…
1050;Wed Nov 12 22:27:20 CET 2014;5.09;RT JalyatUnaiza_en: "..and when the ignorant address them [harshly], they say [words of] peace"
1051;Wed Nov 12 22:27:10 CET 2014;-1.0;http://t.co/jMyMPfPVHJ has 6 Users Online! - http://t.co/mnoVBUdY4T
1052;Wed Nov 12 22:27:09 CET 2014;6.15;Recite Al-quran at this fajr time is one and only way to make a good mood all day long. Just prove it. :)
1053;Wed Nov 12 22:27:03 CET 2014;-1.0;Russia and Islam 
1054;Wed Nov 12 22:27:00 CET 2014;5.64;RT PerfectQuran: [Musa] said: "Your appointed meeting is the day of the festival, and let the people assembl... http://t.co/a16r9yRE1s Qu…
1055;Wed Nov 12 22:26:13 CET 2014;5.22;RT PeterTownsend7: ISIS Islam The blood curdling message of the most 'peaceful verse in the Quran'  http://t.co/hRERR5ucs2 http://t.co/…
1056;Wed Nov 12 22:26:06 CET 2014;5.56;American convert to Islam after hearing a verse from the Quran http://t.co/o4HXewAMO6
1057;Wed Nov 12 22:25:51 CET 2014;6.09;RT Baddieecee: Quran and this phone g?
1058;Wed Nov 12 22:25:46 CET 2014;5.93;yr_ddraig anjemchoudary i know. He will instead call me a kuffar just like terrorists say to muslims that follow the sunnah and quran
1059;Wed Nov 12 22:25:37 CET 2014;5.22;RT PeterTownsend7: ISIS Islam The blood curdling message of the most 'peaceful verse in the Quran'  http://t.co/hRERR5ucs2 http://t.co/…
1060;Wed Nov 12 22:25:32 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
1061;Wed Nov 12 22:25:10 CET 2014;4.12;Quran 2: 84 -86 is specific on the punishment for alqaeda, boko haram, isis , etc. Read it up.
1062;Wed Nov 12 22:25:08 CET 2014;5.57;RT Niqab_lovers: Allah is your God- worship Him
1063;Wed Nov 12 22:24:49 CET 2014;6.0;Israeli fundamentals burning a Muslim's Mosque today in the wast bank Palestine.
1064;Wed Nov 12 22:24:38 CET 2014;5.92;RT FatimahTasbeeh: So that Allah will recompense every soul for what it earned. Indeed, Allah is swift in account.
1065;Wed Nov 12 22:24:34 CET 2014;-1.0;Is the Quran Corrupted or Changed? http://t.co/Zet1dcq3xq Hijab Islam Quran Syria
1066;Wed Nov 12 22:24:00 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
1067;Wed Nov 12 22:23:41 CET 2014;6.36;RT HifzTipz: Start your day with Quran
1068;Wed Nov 12 22:23:36 CET 2014;6.49;RT aswaatulqurraa: To start off your day with the recitation of the Glorious Quran just sets the mood and happiness for the rest of your …
1069;Wed Nov 12 22:23:25 CET 2014;6.41;?Don't limit your relationship with the Quran " Ramadan to Ramadan ",keep you relationship through out the year by at least 1 page a day. ?
1070;Wed Nov 12 22:23:20 CET 2014;2.93;RT SayyidAhmad313: "And fear a Day when.. Quran http://t.co/aHeLuE7Auy
1071;Wed Nov 12 22:22:59 CET 2014;2.93;"And fear a Day when.. Quran http://t.co/aHeLuE7Auy
1072;Wed Nov 12 22:22:56 CET 2014;6.73;How to read Quran with Multiple Intentions - http://t.co/Rjh328j1Fe http://t.co/Rjh328j1Fe
1073;Wed Nov 12 22:22:50 CET 2014;5.51;RT BjoernGebert: Sensational Fragment of Very Early Qur’an Identified http://t.co/EPCMEGGdPm medieval religion Islam
1074;Wed Nov 12 22:22:41 CET 2014;-1.0;RT islamicpix: Quran 
1075;Wed Nov 12 22:22:36 CET 2014;5.73;Listening to the Quran can cure cancer and improve your immune system: http://t.co/3VeQkaxu2V and http://t.co/JSvQeUZ2tH
1076;Wed Nov 12 22:22:34 CET 2014;-1.0;Learn Quran with Zaky & Friends PART 2 – China – (Preview) http://t.co/9Ioxx9P8fN
1077;Wed Nov 12 22:22:20 CET 2014;7.33;There is no goodness in knowledge which is not confirmed by action, or words which are not confirmed by deeds:
1078;Wed Nov 12 22:22:14 CET 2014;5.89;RT Sabrun_Jameel95: Some of you say "im salafi" more than you do tasbeeh. Quick to declare someone upon falsehood, when you know 4 suwar i…
1079;Wed Nov 12 22:22:01 CET 2014;6.05;RT Wazeeu12: I have read the Quran times without number, I have not seen any passage that supports this madness.Killing and maiming is uni…
1080;Wed Nov 12 22:21:52 CET 2014;4.9;RT PerfectQuran: So Fir'aun (Pharaoh) withdrew, devised his plot and then came back. http://t.co/z9qKJcwnk5 Quran 20:60
1081;Wed Nov 12 22:21:47 CET 2014;-1.0;RT fwmas: Which one?
1082;Wed Nov 12 22:21:46 CET 2014;4.51;RT aswaatulqurraa: If you are suffering from depression or calamities, go back to Quran
1083;Wed Nov 12 22:21:41 CET 2014;5.81;RT aswaatulqurraa: Memorize a small portion of Quran every day and read a few pages of the Quran and you will find the difference in you…
1084;Wed Nov 12 22:21:02 CET 2014;-1.0;Jews and Christians in the Quran http://t.co/sVHaCvrafh
1085;Wed Nov 12 22:20:24 CET 2014;-1.0;ThisIsPalestine
1086;Wed Nov 12 22:19:58 CET 2014;-1.0;“YOUNG_FLIGHTER: Something lite ?? http://t.co/FBofcNfoQd”Designer in the making
1087;Wed Nov 12 22:19:46 CET 2014;5.86;I was looking at random verses of the Quran trying to find ones to mock like I do the Bible. Still trying to find one that makes ANY sense.
1088;Wed Nov 12 22:19:32 CET 2014;6.02;Had a muslim woman tweeting me schit, quoting Quran. Told her to go milk a goat and come back when there's two of you.
1089;Wed Nov 12 22:19:24 CET 2014;5.89;RT Sabrun_Jameel95: Some of you say "im salafi" more than you do tasbeeh. Quick to declare someone upon falsehood, when you know 4 suwar i…
1090;Wed Nov 12 22:18:39 CET 2014;6.18;Covering the hair while reciting the Quran or mak…: http://t.co/fmHmHX6qB1
1091;Wed Nov 12 22:18:33 CET 2014;-1.0;Quran 
1092;Wed Nov 12 22:18:02 CET 2014;-1.0;Produce all kinds of Creative Designs http://t.co/BgEmbbtOjq quran http://t.co/vwclclsh5A
1093;Wed Nov 12 22:17:43 CET 2014;5.92;RT FatimahTasbeeh: So that Allah will recompense every soul for what it earned. Indeed, Allah is swift in account.
1094;Wed Nov 12 22:17:40 CET 2014;-1.0;RT inzerogravity: "If it was good, it would'hv stayed."
1095;Wed Nov 12 22:17:26 CET 2014;5.39;RT PalestinaRT: Pictures from inside | Israeli Settlers torched a mosque in Palestine earlier this morning. Burned the holly Quran!! http…
1096;Wed Nov 12 22:17:04 CET 2014;6.0;RT deezer234: Dear christians and Muslims, do you know how far in space the Voyager is? It hasn't hit heaven yet. Bible and quran must hav…
1097;Wed Nov 12 22:15:39 CET 2014;5.09;And whenever the foolish address them, they reply with [words of] peace. Quran 25:63
1098;Wed Nov 12 22:15:36 CET 2014;5.22;RT PeterTownsend7: ISIS Islam The blood curdling message of the most 'peaceful verse in the Quran'  http://t.co/hRERR5ucs2 http://t.co/…
1099;Wed Nov 12 22:15:30 CET 2014;6.12;And hold fast, all of you together, to the Rope of Allah (i.e. this Quran), and be not divided among yourselves... [Quran 3:103]
1100;Wed Nov 12 22:15:23 CET 2014;5.22;ISIS Islam The blood curdling message of the most 'peaceful verse in the Quran'  http://t.co/hRERR5ucs2 http://t.co/ozR1hR9PZa
1101;Wed Nov 12 22:14:47 CET 2014;6.06;Reciting d holy Quran ?? [pic] — https://t.co/OQ5rOnU9pH
1102;Wed Nov 12 22:14:45 CET 2014;6.0;RT deezer234: Dear christians and Muslims, do you know how far in space the Voyager is? It hasn't hit heaven yet. Bible and quran must hav…
1103;Wed Nov 12 22:14:39 CET 2014;6.98;RT PeterTownsend7: islam isis quran The Quran Contradiction Files: Should you be kind to your parents?  http://t.co/8DUBv81DO8 http://t…
1104;Wed Nov 12 22:14:23 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
1105;Wed Nov 12 22:14:12 CET 2014;6.49;RT justamuslimah: ? Don't limit your relationship with the Quran " Ramadan to Ramadan ",keep you relationship through out the year by at l…
1106;Wed Nov 12 22:14:10 CET 2014;-1.0;http://t.co/xC66tMKofb has 4 Users Online! - http://t.co/Usg5VrlF5Z
1107;Wed Nov 12 22:13:49 CET 2014;5.55;billinger67 Not something said about this world you can find mistake with in the Quran.
1108;Wed Nov 12 22:13:37 CET 2014;7.09;RT SeandraSims: “Fact: Mary, Mother of Jesus, was mentioned more in the Quran than the Bible. She's also the only woman mentioned by name…
1109;Wed Nov 12 22:13:10 CET 2014;-1.0;My prayers and my sacrifices, and my living and my dying are all for Allah, the Lord of all Being. Quran 6:162
1110;Wed Nov 12 22:13:03 CET 2014;8.0;Yo I love the Quran uno
1111;Wed Nov 12 22:12:52 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
1112;Wed Nov 12 22:12:49 CET 2014;5.74;billinger67 Look the Quran has no mistake. What you have problem with is the unseen like heaven and hell. Not something said....cont
1113;Wed Nov 12 22:12:24 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
1114;Wed Nov 12 22:12:20 CET 2014;5.2;RT Alhamdhulillaah: What is wrong with you? Why do you not help each other? Quran 37:25
1115;Wed Nov 12 22:12:16 CET 2014;5.57;RT Niqab_lovers: Allah is your God- worship Him
1116;Wed Nov 12 22:12:02 CET 2014;4.5;RT AlakhbarEnglish: Israeli settlers torch mosque, copies of the Quran in WestBank 
1117;Wed Nov 12 22:11:45 CET 2014;5.52;RT BandeKhuda: Not only Wahabis R responsible of ISIS but even Quranist/Simple Islam are part of ISIS ideology as they too interprate Qura…
1118;Wed Nov 12 22:11:34 CET 2014;6.9;All these years I thought it was the atheists doing this, no, its the Islamist. Because they believe the Quran... http://t.co/AgiMfbh7Nh
1119;Wed Nov 12 22:11:25 CET 2014;5.92;RT FatimahTasbeeh: So that Allah will recompense every soul for what it earned. Indeed, Allah is swift in account.
1120;Wed Nov 12 22:11:19 CET 2014;5.54;RT HIjabbee: Do not walk proudly on the Earth, your feet cannot tear the Earth apart nor are you as tall as the mountains. Quran BeHumble
1121;Wed Nov 12 22:11:10 CET 2014;5.73;RT SunniPrisoners: Iran arrests 16 Ahwazi Sunni converts at Qur'an class in Ahwaz
1122;Wed Nov 12 22:11:07 CET 2014;-1.0;RT DinoFancellu: Top Ten Quran Verses for Understanding ISIS (the Islamic State): http://t.co/csJWyq1zCm via YouTube
1123;Wed Nov 12 22:11:04 CET 2014;5.92;RT FatimahTasbeeh: So that Allah will recompense every soul for what it earned. Indeed, Allah is swift in account.
1124;Wed Nov 12 22:10:55 CET 2014;5.39;RT PalestinaRT: Pictures from inside | Israeli Settlers torched a mosque in Palestine earlier this morning. Burned the holly Quran!! http…
1125;Wed Nov 12 22:10:53 CET 2014;-1.0;NazranaYusufzai 
1126;Wed Nov 12 22:10:46 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1127;Wed Nov 12 22:10:20 CET 2014;7.48;In here reading my Quran trying educate myself !!!!!!!
1128;Wed Nov 12 22:10:20 CET 2014;4.49;JIMrichards1010 It's like the "Jesus Way." But even the Christian countries practise what is in the Quran. They also abuse what is written.
1129;Wed Nov 12 22:10:09 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
1130;Wed Nov 12 22:09:09 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
1131;Wed Nov 12 22:09:03 CET 2014;5.46;Sometimes the Iman is soooo high, that every mention of Allah and the Quran, and the Akhirah will bring us to tears.
1132;Wed Nov 12 22:09:00 CET 2014;6.49;RT triangle_choker: Why do some muslims get excited when they hear a scientist speaking of a 'new' discovery that Allah has already inform…
1133;Wed Nov 12 22:08:51 CET 2014;4.5;RT AlakhbarEnglish: Israeli settlers torch mosque, copies of the Quran in WestBank 
1134;Wed Nov 12 22:08:50 CET 2014;6.63;Long-lasting relief is found in the Quran.
1135;Wed Nov 12 22:08:37 CET 2014;6.49;RT justamuslimah: ? Don't limit your relationship with the Quran " Ramadan to Ramadan ",keep you relationship through out the year by at l…
1136;Wed Nov 12 22:08:31 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1137;Wed Nov 12 22:08:27 CET 2014;6.49;RT justamuslimah: ? Don't limit your relationship with the Quran " Ramadan to Ramadan ",keep you relationship through out the year by at l…
1138;Wed Nov 12 22:08:16 CET 2014;6.83;And He is Allah in the heavens and in the earth
1139;Wed Nov 12 22:07:43 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
1140;Wed Nov 12 22:07:41 CET 2014;5.09;"..and when the ignorant address them [harshly], they say [words of] peace"
1141;Wed Nov 12 22:07:25 CET 2014;4.45;RT HifzTipz: Working goodness, performing Salah, reciting Quran, giving charity, etc creates light in the heart, while evil deeds create…
1142;Wed Nov 12 22:07:24 CET 2014;5.54;RT HIjabbee: Do not walk proudly on the Earth, your feet cannot tear the Earth apart nor are you as tall as the mountains. Quran BeHumble
1143;Wed Nov 12 22:07:13 CET 2014;4.43;Learn quran chapter 2 and 3 for they wil argue on our behalf on judgement day,ibn khathir
1144;Wed Nov 12 22:07:02 CET 2014;6.98;RT PeterTownsend7: islam isis quran The Quran Contradiction Files: Should you be kind to your parents?  http://t.co/8DUBv81DO8 http://t…
1145;Wed Nov 12 22:06:47 CET 2014;-1.0;RT DMZVET: IslamicFreedom ISIL_pe OpIceISIS Quran
1146;Wed Nov 12 22:06:28 CET 2014;6.49;RT justamuslimah: ? Don't limit your relationship with the Quran " Ramadan to Ramadan ",keep you relationship through out the year by at l…
1147;Wed Nov 12 22:06:25 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
1148;Wed Nov 12 22:06:18 CET 2014;4.95;JIMrichards1010 They preach a non-violent form of Islam.They will not fight back even if attacked although Quran allows u to defend urself.
1149;Wed Nov 12 22:05:37 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
1150;Wed Nov 12 22:05:37 CET 2014;-1.0;syedn58 Allah says in Quran That The Pious Among You Are The ones Who are in Allah's Eyes High .So May We Become Pious & Good Ameen Wasalam
1151;Wed Nov 12 22:05:31 CET 2014;6.49;RT justamuslimah: ? Don't limit your relationship with the Quran " Ramadan to Ramadan ",keep you relationship through out the year by at l…
1152;Wed Nov 12 22:05:31 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
1153;Wed Nov 12 22:05:28 CET 2014;6.05;RT Wazeeu12: I have read the Quran times without number, I have not seen any passage that supports this madness.Killing and maiming is uni…
1154;Wed Nov 12 22:05:17 CET 2014;6.98;islam isis quran The Quran Contradiction Files: Should you be kind to your parents?  http://t.co/8DUBv81DO8 http://t.co/ima4yjvizH
1155;Wed Nov 12 22:05:11 CET 2014;6.49;Why do some muslims get excited when they hear a scientist speaking of a 'new' discovery that Allah has already informed us of in the Quran?
1156;Wed Nov 12 22:04:43 CET 2014;4.33;RT AlakhbarEnglish: Adeis: In October alone Israeli settlers carried out 110 separate attacks on religious sites
1157;Wed Nov 12 22:04:40 CET 2014;4.5;RT AlakhbarEnglish: Israeli settlers torch mosque, copies of the Quran in WestBank 
1158;Wed Nov 12 22:04:32 CET 2014;-1.0;IslamicFreedom ISIL_pe OpIceISIS Quran
1159;Wed Nov 12 22:04:28 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
1160;Wed Nov 12 22:04:00 CET 2014;5.22;RT AliChoose123050: A copy of Uthman's Quran 1400 years ago. http://t.co/bipSfnnke1
1161;Wed Nov 12 22:03:49 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
1162;Wed Nov 12 22:03:42 CET 2014;6.15;RT MrAlMubarak: If Quran could talk would say
1163;Wed Nov 12 22:03:38 CET 2014;6.0;RT deezer234: Dear christians and Muslims, do you know how far in space the Voyager is? It hasn't hit heaven yet. Bible and quran must hav…
1164;Wed Nov 12 22:03:13 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
